case_id,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,budget_index,budget_fraction,row_budget,method,method_label,selected_rows,row_match,importance_retention,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,selector_median_ms,selector_p95_ms,read_wall_median_ms,read_wall_p95_ms,actual_total_ms,direct_rate,deterministic,fallback_used,error
smol360-002238,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k18,Wave K=18,480,True,0.7190460192203061,0.10525255650281906,0.10405950248241425,0.004855453968048096,0.9578489661216736,18,0.214021,0.2329192,0.571168,0.638533,0.785189,1.0,True,False,
smol360-002239,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k24,Wave K=24,480,True,0.7230238103225608,0.09102056175470352,0.09493761509656906,0.0035991668701171875,0.9632471799850464,24,0.128882,0.1432811,0.622224,0.6401853,0.751106,1.0,True,False,
smol360-002240,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,paper,Paper,720,True,0.8505701375038125,0.08760754019021988,0.08152813464403152,0.003523707389831543,0.9711817502975464,3,0.367367,0.3718391,0.393626,0.4958318,0.760993,1.0,True,False,
smol360-002241,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,tile8_ceil,Cell-8,720,True,0.8065464734374181,0.22254592180252075,0.22483615577220917,0.021817266941070557,0.8983829021453857,1,0.082845,0.0913482,0.461985,0.4833717,0.5448299999999999,1.0,True,False,
smol360-002242,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k1,Wave K=1,720,True,0.8286224363933885,0.1838420182466507,0.17628178000450134,0.016528785228729248,0.9516395926475525,1,0.125805,0.1260219,0.415818,0.4745619,0.541623,1.0,True,False,
smol360-002243,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k6,Wave K=6,720,True,0.8528453729173056,0.0715138167142868,0.07471514493227005,0.0023186206817626953,0.9757252931594849,6,0.128891,0.147701,0.429072,0.4462854,0.557963,1.0,True,False,
smol360-002244,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k12,Wave K=12,720,True,0.8636149739811186,0.05701165646314621,0.05954164266586304,0.001477360725402832,0.9812718629837036,12,0.162123,0.16407059999999998,0.541713,0.5706749999999999,0.703836,1.0,True,False,
smol360-002245,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k18,Wave K=18,720,True,0.87294593606283,0.04784911870956421,0.05001768097281456,0.0010100007057189941,0.9825488328933716,18,0.153638,0.1891187,0.57218,0.5966789,0.7258180000000001,1.0,True,False,
smol360-002246,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.k_proj,0,k,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k24,Wave K=24,720,True,0.8842001283734382,0.03361678496003151,0.03604191541671753,0.0005259513854980469,0.990630030632019,24,0.255889,0.2908558,0.634046,0.7133135,0.8899349999999999,1.0,True,False,
smol360-002247,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,paper,Paper,240,True,0.39370458221197213,0.7538413405418396,0.8962484002113342,0.3419882655143738,0.6934522390365601,2,0.286877,0.2926109,0.203721,0.227814,0.490598,1.0,True,False,
smol360-002248,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,tile8_ceil,Cell-8,240,True,0.3265570998511144,0.7667670249938965,0.9128592014312744,0.3570847511291504,0.6072551608085632,1,0.075792,0.08202179999999999,0.330879,0.3700209,0.406671,1.0,True,False,
smol360-002249,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,wave_k1,Wave K=1,240,True,0.3619951712449078,0.7677962183952332,0.9166795611381531,0.35866355895996094,0.6700302958488464,1,0.151483,0.1989301,0.275785,0.3160456,0.427268,1.0,True,False,
smol360-002250,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,wave_k6,Wave K=6,240,True,0.4409292127826355,0.6900777220726013,0.8682350516319275,0.2756184935569763,0.7549680471420288,6,0.123572,0.1269164,0.336089,0.427592,0.45966100000000004,1.0,True,False,
smol360-002251,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,wave_k12,Wave K=12,240,True,0.5030386340162271,0.5265835523605347,0.7814987301826477,0.14967405796051025,0.8317731022834778,12,0.127338,0.13348770000000001,0.362588,0.4270676,0.48992600000000003,1.0,True,False,
smol360-002252,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,wave_k18,Wave K=18,240,True,0.5310710310473874,0.4819942116737366,0.7337359189987183,0.12302035093307495,0.8394063711166382,18,0.177972,0.19259880000000001,0.512449,0.5197885,0.6904210000000001,1.0,True,False,
smol360-002253,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,0,0.25,240,wave_k24,Wave K=24,240,True,0.5531937583140911,0.4549275040626526,0.7112699747085571,0.10846400260925293,0.8491663932800293,24,0.253313,0.27432259999999997,0.497781,0.5165991,0.7510939999999999,1.0,True,False,
smol360-002254,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,paper,Paper,480,True,0.6267561463334443,0.5464130640029907,0.7029837369918823,0.16215169429779053,0.8142520785331726,2,0.208781,0.20991680000000001,0.297466,0.3341014,0.506247,1.0,True,False,
smol360-002255,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,tile8_ceil,Cell-8,480,True,0.5724168542063155,0.6364145874977112,0.7881860136985779,0.22792410850524902,0.738541305065155,1,0.083035,0.0892747,0.29402,0.29494879999999996,0.37705500000000003,1.0,True,False,
smol360-002256,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k1,Wave K=1,480,True,0.598021796423273,0.5956039428710938,0.7174648642539978,0.19342845678329468,0.7337591648101807,1,0.114784,0.12499179999999999,0.317003,0.3970283,0.431787,1.0,True,False,
smol360-002257,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k6,Wave K=6,480,True,0.6635387003790036,0.4717429578304291,0.6359235048294067,0.11746031045913696,0.8448920249938965,6,0.119193,0.13099650000000002,0.396382,0.4067149,0.515575,1.0,True,False,
smol360-002258,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k12,Wave K=12,480,True,0.7086625288562998,0.35300546884536743,0.5733639597892761,0.06407111883163452,0.9119405746459961,12,0.130545,0.140553,0.509202,0.5315553000000001,0.6397470000000001,1.0,True,False,
smol360-002259,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k18,Wave K=18,480,True,0.7190460192203061,0.33427655696868896,0.545990526676178,0.05661672353744507,0.9019998908042908,18,0.227786,0.319451,0.464809,0.5033839,0.6925950000000001,1.0,True,False,
smol360-002260,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,1,0.5,480,wave_k24,Wave K=24,480,True,0.7230238103225608,0.32721370458602905,0.5543143153190613,0.055004239082336426,0.9357413649559021,24,0.18712,0.2087245,0.548105,0.5868410000000001,0.735225,1.0,True,False,
smol360-002261,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,paper,Paper,720,True,0.8505701375038125,0.21962425112724304,0.3809099793434143,0.024297893047332764,0.9605525732040405,3,0.271478,0.300332,0.495597,0.5026575,0.767075,1.0,True,False,
smol360-002262,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,tile8_ceil,Cell-8,720,True,0.8065464734374181,0.39963823556900024,0.48698437213897705,0.08277684450149536,0.8854633569717407,1,0.12822,0.1307355,0.598309,0.6220141,0.726529,1.0,True,False,
smol360-002263,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k1,Wave K=1,720,True,0.8286224363933885,0.3694504201412201,0.4479045569896698,0.07049065828323364,0.9075784087181091,1,0.134251,0.1588039,0.500957,0.5044913,0.635208,1.0,True,False,
smol360-002264,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k6,Wave K=6,720,True,0.8528453729173056,0.23584464192390442,0.39793816208839417,0.027980148792266846,0.9509199261665344,6,0.12319,0.12974560000000002,0.40067,0.45312020000000003,0.52386,1.0,True,False,
smol360-002265,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k12,Wave K=12,720,True,0.8636149739811186,0.22343146800994873,0.38152021169662476,0.025121629238128662,0.9572824239730835,12,0.132839,0.13389289999999998,0.559647,0.5817564,0.692486,1.0,True,False,
smol360-002266,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k18,Wave K=18,720,True,0.87294593606283,0.19691431522369385,0.3490758240222931,0.019510269165039062,0.9688547849655151,18,0.152165,0.21026899999999998,0.590384,0.6649444999999999,0.742549,1.0,True,False,
smol360-002267,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.v_proj,0,v,960x320,960,320,0.625,generic-8KiB,2,0.75,720,wave_k24,Wave K=24,720,True,0.8842001283734382,0.18592587113380432,0.33228281140327454,0.017395615577697754,0.9736781120300293,24,0.45951,0.5602821,0.803923,0.8189539,1.263433,1.0,True,False,
smol360-002268,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,paper,Paper,240,True,0.5045987507094015,0.20869027078151703,0.38869068026542664,0.018344759941101074,0.8968099355697632,4,0.292417,0.3030928,0.509823,0.5751144,0.8022400000000001,1.0,True,False,
smol360-002269,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,tile8_ceil,Cell-8,240,True,0.47606817817625147,0.2682029604911804,0.501014232635498,0.030237317085266113,0.8585301637649536,2,0.09113,0.0987764,0.471321,0.5109326999999999,0.562451,1.0,True,False,
smol360-002270,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k1,Wave K=1,240,True,0.4642793270704529,0.29014259576797485,0.5174642205238342,0.03516125679016113,0.841970682144165,1,0.124001,0.1359404,0.596756,0.5994794,0.720757,1.0,True,False,
smol360-002271,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k6,Wave K=6,240,True,0.49863497350379427,0.25226595997810364,0.45912352204322815,0.024994373321533203,0.8555315136909485,6,0.119303,0.1285811,0.384469,0.5552305000000001,0.503772,1.0,True,False,
smol360-002272,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k12,Wave K=12,240,True,0.5100405695545159,0.1814698576927185,0.3548145294189453,0.013480901718139648,0.9080870151519775,12,0.127188,0.1425258,0.531584,0.5525756,0.6587719999999999,1.0,True,False,
smol360-002273,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k18,Wave K=18,240,True,0.5430710182620336,0.13622067868709564,0.2689691185951233,0.008512318134307861,0.9514381289482117,18,0.19239,0.1943556,0.60378,0.6091439999999999,0.79617,1.0,True,False,
smol360-002274,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,0,0.25,240,wave_k24,Wave K=24,240,True,0.5564950186141385,0.11522211879491806,0.21708349883556366,0.006142020225524902,0.9617666006088257,24,0.260748,0.29875409999999997,0.637553,0.7793066,0.898301,1.0,True,False,
smol360-002275,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,paper,Paper,480,True,0.6827664784950985,0.1392126828432083,0.2853609025478363,0.009144365787506104,0.9565736651420593,5,0.244638,0.25394310000000003,0.568704,0.5926431,0.813342,1.0,True,False,
smol360-002276,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,tile8_ceil,Cell-8,480,True,0.6875105964676065,0.13717210292816162,0.25161176919937134,0.008693695068359375,0.9525187611579895,2,0.084658,0.0912946,0.584774,0.6078842,0.669432,1.0,True,False,
smol360-002277,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k1,Wave K=1,480,True,0.6741008538854438,0.2165297567844391,0.38816460967063904,0.01903301477432251,0.885147213935852,1,0.122439,0.1262442,0.742138,0.776131,0.8645769999999999,1.0,True,False,
smol360-002278,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k6,Wave K=6,480,True,0.6970842240565153,0.14370767772197723,0.28243792057037354,0.009419739246368408,0.946976900100708,6,0.150832,0.19657449999999999,0.581548,0.6271816,0.7323799999999999,1.0,True,False,
smol360-002279,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k12,Wave K=12,480,True,0.714216484399675,0.10252021998167038,0.19971446692943573,0.004835784435272217,0.9657951593399048,12,0.142146,0.1438137,0.612455,0.7353554,0.754601,1.0,True,False,
smol360-002280,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k18,Wave K=18,480,True,0.7267022614992789,0.08205007761716843,0.15249808132648468,0.0032647252082824707,0.9821264147758484,18,0.238587,0.3092154,0.671546,0.8221187,0.910133,1.0,True,False,
smol360-002281,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,1,0.5,480,wave_k24,Wave K=24,480,True,0.7222061047431572,0.0763370469212532,0.1477224975824356,0.0028148889541625977,0.9828458428382874,24,0.134602,0.14398809999999998,0.987597,1.6699662,1.122199,1.0,True,False,
smol360-002282,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,paper,Paper,720,True,0.8561522742227888,0.07893021404743195,0.16339261829853058,0.002937138080596924,0.9779714345932007,5,0.278862,0.3021522,0.718012,0.7433506,0.996874,1.0,True,False,
smol360-002283,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,tile8_ceil,Cell-8,720,True,0.8563934165057243,0.09716082364320755,0.15766097605228424,0.004646241664886475,0.9823357462882996,3,0.102511,0.1125568,0.66275,0.6697466,0.765261,1.0,True,False,
smol360-002284,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,wave_k1,Wave K=1,720,True,0.8326607385338859,0.18020153045654297,0.3213730752468109,0.013185203075408936,0.9075939655303955,1,0.117019,0.1326088,1.024135,1.033198,1.141154,1.0,True,False,
smol360-002285,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,wave_k6,Wave K=6,720,True,0.8663741654167871,0.07277186214923859,0.14476434886455536,0.0023738741874694824,0.9740946292877197,6,0.134682,0.134745,0.701933,0.7363859,0.836615,1.0,True,False,
smol360-002286,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,wave_k12,Wave K=12,720,True,0.8661881945044976,0.04908693581819534,0.09746095538139343,0.001131892204284668,0.9867374300956726,12,0.130204,0.1407079,0.826085,1.0293607999999999,0.956289,1.0,True,False,
smol360-002287,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,wave_k18,Wave K=18,720,True,0.8670937178715877,0.041924551129341125,0.08235935866832733,0.0008667707443237305,0.9941256642341614,18,0.150161,0.1517756,0.819612,0.8969229,0.969773,1.0,True,False,
smol360-002288,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.self_attn.o_proj,0,o,960x960,960,960,1.875,generic-8KiB,2,0.75,720,wave_k24,Wave K=24,720,True,0.8760424831952034,0.023361679166555405,0.05380687117576599,0.00027185678482055664,0.9982814788818359,24,0.276016,0.3060877,0.831846,0.8382657,1.107862,1.0,True,False,
smol360-002289,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,paper,Paper,240,True,0.3643256015269667,0.09238287061452866,0.12431884557008743,0.00342714786529541,0.9554397463798523,8,0.554277,0.6771134999999999,0.79716,0.8090994,1.351437,1.0,True,False,
smol360-002290,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,tile8_ceil,Cell-8,240,True,0.3587846062248793,0.09526017308235168,0.1267598569393158,0.0036616921424865723,0.9543340802192688,4,0.082554,0.0972699,0.655546,0.655852,0.7381,1.0,True,False,
smol360-002291,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k1,Wave K=1,240,True,0.3449111537848739,0.09568776935338974,0.12765967845916748,0.003712892532348633,0.954524576663971,1,0.133109,0.1343807,0.800056,0.8138971,0.933165,1.0,True,False,
smol360-002292,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k6,Wave K=6,240,True,0.36599725336926703,0.09376563876867294,0.12612588703632355,0.0034619569778442383,0.9531815052032471,6,0.190055,0.19031689999999998,0.715769,0.725318,0.905824,1.0,True,False,
smol360-002293,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k12,Wave K=12,240,True,0.3793382155156899,0.08655516058206558,0.11751197278499603,0.0032024383544921875,0.9636760950088501,12,0.203661,0.22297499999999998,0.847575,0.9132354,1.051236,1.0,True,False,
smol360-002294,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k18,Wave K=18,240,True,0.3849417808462177,0.08341474086046219,0.11309289187192917,0.003104865550994873,0.9693709015846252,18,0.351347,0.4057286,0.817038,0.8764866,1.168385,1.0,True,False,
smol360-002295,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,0,0.25,240,wave_k24,Wave K=24,240,True,0.3891265546555649,0.08233471214771271,0.11180894076824188,0.0030503273010253906,0.9707311987876892,24,0.179216,0.1870235,0.924069,0.9783408,1.103285,1.0,True,False,
smol360-002296,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,paper,Paper,480,True,0.5914109412402928,0.06561995297670364,0.08934544771909714,0.002030670642852783,0.9822047352790833,12,0.693037,0.8574139,1.16542,1.2794554,1.858457,1.0,True,False,
smol360-002297,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,tile8_ceil,Cell-8,480,True,0.5878696066409377,0.06899766623973846,0.09391830861568451,0.0021345019340515137,0.9755924344062805,9,0.083606,0.0941738,1.038212,1.0713401,1.121818,1.0,True,False,
smol360-002298,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k1,Wave K=1,480,True,0.569546586611433,0.07607784122228622,0.10161198675632477,0.0024905800819396973,0.9690013527870178,1,0.18691,0.2021839,1.506227,1.794767,1.693137,1.0,True,False,
smol360-002299,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k6,Wave K=6,480,True,0.5855174251078687,0.06930273771286011,0.09349881112575531,0.002194046974182129,0.9773283004760742,6,0.159719,0.2072201,1.051185,1.0957647000000001,1.210904,1.0,True,False,
smol360-002300,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k12,Wave K=12,480,True,0.5959779082645977,0.06499400734901428,0.08866913616657257,0.0019910335540771484,0.9823222160339355,12,0.159718,0.1778062,1.225663,1.3582555,1.385381,1.0,True,False,
smol360-002301,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k18,Wave K=18,480,True,0.5996014869735006,0.06473521143198013,0.08820325881242752,0.0019714832305908203,0.9821744561195374,18,0.603849,0.7443957,1.032822,1.0365822,1.6366709999999998,1.0,True,False,
smol360-002302,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,1,0.5,480,wave_k24,Wave K=24,480,True,0.6020484911269894,0.0638776570558548,0.08702514320611954,0.001934051513671875,0.9833817481994629,24,0.187911,0.2217879,1.226524,1.400035,1.4144349999999999,1.0,True,False,
smol360-002303,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,paper,Paper,720,True,0.8008444373632086,0.04418468847870827,0.06036440283060074,0.0009557008743286133,0.9925970435142517,15,0.672178,0.725728,1.47565,1.4858569,2.147828,1.0,True,False,
smol360-002304,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,tile8_ceil,Cell-8,720,True,0.8009021695028521,0.04414119943976402,0.06012047454714775,0.0009559392929077148,0.9929492473602295,11,0.087744,0.0977439,1.583592,1.6658889,1.6713360000000002,1.0,True,False,
smol360-002305,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k1,Wave K=1,720,True,0.7865807285602507,0.05118856951594353,0.06905601173639297,0.0011785626411437988,0.9825574159622192,1,0.172152,0.1891485,1.360695,1.3868337,1.532847,1.0,True,False,
smol360-002306,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k6,Wave K=6,720,True,0.7945835642081376,0.04716048762202263,0.06344309449195862,0.0010596513748168945,0.9886515140533447,6,0.150872,0.1843151,1.562332,1.6361976999999999,1.7132040000000002,1.0,True,False,
smol360-002307,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k12,Wave K=12,720,True,0.8004835308589575,0.044422563165426254,0.06059437245130539,0.00096893310546875,0.9930018186569214,12,0.156834,0.15795990000000001,1.536623,2.4190055,1.693457,1.0,True,False,
smol360-002308,smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,model.layers.0.mlp.gate_proj,0,gate,960x2560,960,2560,5.0,generic-8KiB,2,0.75,720,wave_k18,Wave K=18,720,True,0.8048198918506085,0.0436072051525116,0.05956896394491196,0.0009286999702453613,0.9923662543296814,18,0.162143,0.19709269999999998,1.474818,1.59477,1.6369609999999999,1.0,True,False,
